product/productId: B007M832YY
review/userId: A3CJYR9MUXMVFM
review/profileName: Fashionable RN
review/helpfulness: 0/0
review/score: 5.0
review/time: 1264464000
review/summary: Yummo!
review/text: This is a great tasting product for 100calories and you actually get quite a few chips in the bag. Salt and vinegar are my favorites. The plain taste like Munchos. Will definitely buy again!

product/productId: B007M832YY
review/userId: A15Z6Z51Q85AOA
review/profileName: Spazvan
review/helpfulness: 0/0
review/score: 5.0
review/time: 1264464000
review/summary: My 1 guilty pleasure
review/text: Popchips is the chip of the century! I love them all but the original is the best! I wish they would make them sodium free though!

product/productId: B007M832YY
review/userId: A16OMJ59K9IIV2
review/profileName: ???
review/helpfulness: 0/0
review/score: 5.0
review/time: 1264118400
review/summary: love these chips
review/text: I really do recommend Pop Chips.  If you are looking for the 100 calorie snack this is it.  They taste great.

product/productId: B007M832YY
review/userId: AOB4R397Z9F5C
review/profileName: SC Houston
review/helpfulness: 0/0
review/score: 5.0
review/time: 1263254400
review/summary: The best chips EVER!
review/text: PopChips are the best potato chips I have ever had, hands down.  The BBQ flavor is strong and tangy.  The calories and fat are very low.  No frying, so the chips are very healthy - at least for a chip.  You can satisfy that salt and crunch craving with these, no problem.  But they are truly addicting - I could only find them sporadically in my local grocery (HEB and Randalls both sold them, at least for a time), but once I found them here on Amazon, I started ordering them by the case.  One of my all-time favorite snack foods!!

product/productId: B007M832YY
review/userId: A8WXLST0944GZ
review/profileName: J. Powell
review/helpfulness: 0/0
review/score: 5.0
review/time: 1262649600
review/summary: These are the real deal!!!  Great Snack.
review/text: After reading the positive reviews about the variety packs, I picked up a bag at my local pharmacy.<br />At 100 calories per bag, this is a great snack that has a great taste and texture.<br /><br />Like their bag states, they are not fried (bad for you),  they are not baked (no taste),  but "popped",  which gives them a slightly thicker but lighter and crispy taste.<br /><br />They really are good.  Try a bag when you get a chance...if you haven't fully kicked all your junk food habits, you'll be glad you did!!

product/productId: B007M832YY
review/userId: AN7TFQ6TWUC9I
review/profileName: Charlotte Bronte
review/helpfulness: 0/0
review/score: 5.0
review/time: 1261526400
review/summary: Yum yum
review/text: Absolutely very tasty chips. The best I have ever had. Very flavorful. Just like the UK Salt and Vinegar crisps I had over there.

product/productId: B007M832YY
review/userId: A1OUB5B4VNFMQD
review/profileName: John McInnis "Puckk"
review/helpfulness: 0/0
review/score: 2.0
review/time: 1259884800
review/summary: Not Potato Chips
review/text: I found these finally and was quite disappointed. They are OK at best, nothing like potato chips though..

product/productId: B007M832YY
review/userId: A2HKU4SOT0CWG9
review/profileName: Susan C. Wolfe "Nutty Librarian"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1258588800
review/summary: Just love them!
review/text: I love Pop Chip barbeque chips! They are have a perfect blend and are perfect as a side dish like barbeque beef or pork or just with a good steak!

product/productId: B007M832YY
review/userId: A2BNQSIS8GI64G
review/profileName: C. Polston
review/helpfulness: 0/0
review/score: 5.0
review/time: 1258329600
review/summary: Yummy snack
review/text: Popchip 100 calorie bags are a great snack that help me to control my portions.  I don't trust myself with the full sized bag!  These taste great and have a decent amount in the bags- there enough to satisfy me. They are not bland tasting like some baked chips.  I regularly order these and the BBQ flavor.  I have tried many other Popchip flavors (in the big bags) and these are my personal favorites! I don't know how them make them taste so great for so little calories- but thanks Popchips!

product/productId: B007M832YY
review/userId: A3JTHI8OQOPUTE
review/profileName: Brian Baker
review/helpfulness: 0/0
review/score: 5.0
review/time: 1257552000
review/summary: Love these things!
review/text: I first discovered these chips at a kiosk at JFK.  I've been addicted to them since!

product/productId: B007M832YY
review/userId: A2GR5THM9PODIX
review/profileName: Beth
review/helpfulness: 0/0
review/score: 5.0
review/time: 1257120000
review/summary: can't stop eating them!
review/text: these are great chips.  i like that they are low in fat and calories, but still provide a great crunch.  the bbq flavor is the best!

product/productId: B007M832YY
review/userId: A2XZ28PMJAGJ8U
review/profileName: Andrea Gross
review/helpfulness: 0/0
review/score: 5.0
review/time: 1257033600
review/summary: Great
review/text: For me, it's all about calories to keep my weight off.  Instead of buying popcorn to see a movie, I bring a 100 calorie popchip bag which costs 56 cents!!!  Compare that to buying popcorn.

product/productId: B007M832YY
review/userId: A2SPKQTTLENF2A
review/profileName: Amy Houston "BetterWay2healthcom"
review/helpfulness: 0/0
review/score: 4.0
review/time: 1257033600
review/summary: I like thme.
review/text: I was afraid to try this flavor but I was surprised, they are pretty good.  I put these in my healthy vending machines and they sell.<br />[...].

product/productId: B007M832YY
review/userId: A108AL4ECMBV9X
review/profileName: Lorilynn "lorilynn"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1256515200
review/summary: Very good
review/text: I think I like these chips better than the real thing.<br />Very good potato flavor.

product/productId: B007M832YY
review/userId: A1WQQWFCBX4JGU
review/profileName: J. Ek
review/helpfulness: 0/0
review/score: 5.0
review/time: 1256256000
review/summary: Best kid's snack ever!
review/text: Popchips do not last long in our house! They are a great snack and the bags are the perfect size!

product/productId: B007M832YY
review/userId: AJT8SZ11T4EYP
review/profileName: Jane Austin
review/helpfulness: 0/0
review/score: 5.0
review/time: 1256256000
review/summary: These are the best chips ever
review/text: I absolutely love these chips.  All the flavors are great, but my favorites are Plain, Cheddar and Sour Cream & Onion.  I started eating them when I was trying to lose weight, and now that I lost the weight, I continue to eat them because the taste so great -- much better than greasy potato chips and more flavorful than baked chips.<br />I love the portion control size. Keep up the great work PopChips!!!!

product/productId: B007M832YY
review/userId: A1B4T1Z4TJZUSX
review/profileName: snowbie1k "watchful eater"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1255564800
review/summary: Healthy at a great bargain!
review/text: Great for diabetics who struggle with what to have for healthy snacks!  Ordering online couldn't be any easier or more convenient with very quick/efficient delivery.  The online price is better than in the stores, too.  I couldn't be happier.

product/productId: B007M832YY
review/userId: A332QMALTU5MW4
review/profileName: janjill "janjill"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1255392000
review/summary: Great
review/text: I love these. I am very skeptical about healthy and tastes good in the same sentence but these chips fit the bill!

product/productId: B007M832YY
review/userId: A2DC8ESDF4ADP8
review/profileName: Janice K. Eskra
review/helpfulness: 0/0
review/score: 5.0
review/time: 1254960000
review/summary: GREAT!!!
review/text: Love these pop chips----low fat and calories and yummy flavor.  Will definitely be ordering again!!!

product/productId: B007M832YY
review/userId: A3SNO7O9K8EENP
review/profileName: LoveToShop
review/helpfulness: 0/0
review/score: 5.0
review/time: 1254787200
review/summary: Wonderful!
review/text: These are really great! You would never know they are not fried and they don't have that bland taste like baked chips do. I must say though, this is the only flavor I care for. I bought the multi pack, and I just don't care for the rest. The sea salt and vinegar is downright horrible, the rest are tolerable I guess.BUT, the barbecue ones rock!!

product/productId: B007M832YY
review/userId: A1U3UICGCDNJYY
review/profileName: I need to quit shopping
review/helpfulness: 0/0
review/score: 4.0
review/time: 1253664000
review/summary: Fantastic low fat option
review/text: These chips were part of my recent diet in lieu of regular chips. The sour cream & onion and cheddar flavors are the best of the bunch (I purchased a variety pk b4 these) and are a great option to help you eat a little better. No luck getting the kids to eat them though.

product/productId: B007M832YY
review/userId: A1LTNRGWZFY4C9
review/profileName: GROUCHHUNTER
review/helpfulness: 0/0
review/score: 5.0
review/time: 1253318400
review/summary: BBQ POPCHIP HEAVEN
review/text: Wow - I am totally addicted to these.  In my opinion, they BBQ flavoring is really good and these are very crunchy.  It does not taste like these should be healthy for you.  I would rather eat these BBQ chips than any other chips and I love all kinds of chips.  I have now switch over to POPCHIPS as I know I am eating a better chip and its healther too.  For 100 calories and around 3 grams of fat, I feel it is a good choice and the taste makes it worth wild.  I have taken some of these to work and have gotten some co-workers hooked on these as well.

product/productId: B007M832YY
review/userId: AVP3I6MPAICQG
review/profileName: Janae Stevens "janaedawn"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1253318400
review/summary: Healthy yum.
review/text: I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.

product/productId: B007M832YY
review/userId: A1LTNRGWZFY4C9
review/profileName: GROUCHHUNTER
review/helpfulness: 0/0
review/score: 3.0
review/time: 1253232000
review/summary: TOTALLY LOVE POPCHIPS!
review/text: I am totally addicted to POPCHIPS!  This is a very plain flavor, but tasts ok - it is not my favorite but I can eat them.  It tates better than a plain chip - not greasy or anything.  Around 100 calories and 3 grams of fat is still a very good snack, in my opinion.  I would buy these again.

product/productId: B007M832YY
review/userId: A1LTNRGWZFY4C9
review/profileName: GROUCHHUNTER
review/helpfulness: 0/0
review/score: 2.0
review/time: 1253232000
review/summary: Way too much Vinegar for me
review/text: I totally love POPCHIPS - but the Sea Salt and Vinegar just has too much Vinegar taste for me.  I felt like I was eating just vinegar.  I took the rest to work and some people like the flavor and some said just to much vinegar for them.

product/productId: B007M832YY
review/userId: A2TCY4Q5S0NO5Z
review/profileName: Mira L. Shanks "F.R.O.G."
review/helpfulness: 0/0
review/score: 5.0
review/time: 1252713600
review/summary: Who said chips have to be fattening to taste great!
review/text: If you are a person that eats a "clean" healthy food but you just a craving a healthy salty snack, this find from MOM's (My Organic Market)fits the bill. My husband loves them too!  Crunchy tasty,and the single serving bags by the case are always on top of the fridge to grab on the run!

product/productId: B007M832YY
review/userId: AWZMXVNG4PSBF
review/profileName: Sandra G. Neznamy
review/helpfulness: 0/0
review/score: 5.0
review/time: 1252713600
review/summary: Self-Control is the Issue!
review/text: I am not the type that ever writes reviews, especially for the internet, but Pop Chips are the best  "potato chips" that I have ever had -- so much so that I have to limit myself to one bag per week!  A friend introduced Pop Chips to me and I immediately told her that I hated her because they are so good, they are irrisistable.  I purchased a box of 12 to be delivered every three months so that I can limit myself to one bag per week ... otherwise, I would absolutely be in trouble.<br /><br />Believe me, you have to try these chips!

product/productId: B007M832YY
review/userId: A1HTC4BKKYA9VC
review/profileName: Diana A. Wang
review/helpfulness: 0/0
review/score: 5.0
review/time: 1252713600
review/summary: PoPchips
review/text: I have said it once and I will say it again..These are the BEST!!! I am so addicted to this it is not funny. Love the single serving bags and so far the orginal is my favorite..I have friends who love the BBQ ones and Salt & Vinegar but the orginal ones are my favorite:)<br />Thank you popchips!!!!

product/productId: B007M832YY
review/userId: A118FLR1Q37TGF
review/profileName: M. Moore
review/helpfulness: 0/0
review/score: 5.0
review/time: 1252713600
review/summary: Love these CHIPS!!!!!
review/text: These are not just for people watching there weight they are for EVERYONE!!! They have great taste and come in lots of flavors. Try them soon.

product/productId: B007M832YY
review/userId: A33DPP4SK3CCDD
review/profileName: glenn
review/helpfulness: 0/0
review/score: 5.0
review/time: 1252368000
review/summary: salt &pepper popchips are the best
review/text: Anyone that likes Salt and Peppercorn Kettle Chips will like this snack.<br /><br />Salt and Pepper Popchips are one of the best munchie snacks that has come out in a long time.  No saturated fat, and no trans fat...Great taste with no guilt.<br /><br />Granted they are not quite as addicting as the Kettle Chips,  but they have a lot less fat.<br /><br />i am concerned that safeway and nobb hill grocery stores are not carrying this product anymore.  i am thinking about ordering a dozen cases and stockpile them up so that i am INSURED of my supply.

product/productId: B007M832YY
review/userId: A14YWJUJEYIGLR
review/profileName: R. Rivera
review/helpfulness: 0/0
review/score: 5.0
review/time: 1251504000
review/summary: Delicious Low-Fat Potato Chip
review/text: My husband loves pop chips, as a low-fat alternative to other potato chips.  They don't sell them at our regular grocery store, so we bought them on-line through Amazon.  The pop chips came on-time, packaged well, and it's cheaper to buy them in bulk like this!

product/productId: B007M832YY
review/userId: A3UNPDOS40TSF1
review/profileName: Hoolia
review/helpfulness: 0/0
review/score: 5.0
review/time: 1251417600
review/summary: I never thought I'd switch from 'chips'
review/text: I am an avid chip eater. Ever since I was a child (I'm now 29),I was always a 'salty' tooth.<br /><br />I've gone through Ruffles and every other type of chip.<br /><br />The problem is that no matter if I buy a small or large bag; I'd have to finish it in one sitting.<br /><br />I read about this item in my "Shape" magazine for being a low-calorie food and yet being yummy.<br /><br />I tried to find at my local stores but haven't been able to (I live in the Seattle area).<br /><br />Thankfully, I found on Amazon and anxiously awaited my case to come. I was a little nervous to commit to a whole case but was pleasantly surprised when I opened my first bag.<br /><br />I chose this size (0.8-oz over 3-oz) cause I think it's about the right size for a lunch bag.<br /><br />The flavor has a little bit of a kick with it, not too spicy but definitely not a boring bbq flavor.<br /><br />I highly recommend anyone who loves chips but can't stop with just one to try a bag of these. They definitely satisfy and don't taste like they're not fried.

product/productId: B007M832YY
review/userId: A81CMMA3GHAHC
review/profileName: E. Contento "Lacey"
review/helpfulness: 0/0
review/score: 4.0
review/time: 1250380800
review/summary: Diet Secret
review/text: This is my diet secret> I needed soething salty and crunchy in my bag of tricks to help keep me on my diet, I love these things! Even if I eat a whole large bag it's still about 300 calories! I like all the flavors and I really like the samll snack size bags. I couldn't get them anywhere but on AMAZON!

product/productId: B007M832YY
review/userId: A1UASXJKH475MV
review/profileName: J. Withers
review/helpfulness: 0/0
review/score: 5.0
review/time: 1249516800
review/summary: As far as diet foods go, it's definitely 5 star!
review/text: We received a sampler package from Amazon that had several flavors....cheddar, bbq, sour cream/onion, plain, salt and pepper, and also the salt and vinegar.<br /><br />I've already received our first shipment of just the vinegar version.  These are a good salty fix without the calories...and each proportioned pouch is satisfying in one sitting.  I would've liked to try the garlic parm but it wasn't included.<br /><br />Our #1 is salt and vinegar and #2 would probably be the salt and pepper.

product/productId: B007M832YY
review/userId: A15337TKVGZSBT
review/profileName: carla4515
review/helpfulness: 0/0
review/score: 5.0
review/time: 1249516800
review/summary: Love these chips--Happy to see them on Amzaon.
review/text: These BBQ chips are crisp, well-spiced, & satisfying.  I don't eat as many of these at 1 sitting as I do with regular (Lay's) BBQ chips.<br />We were buying these at Costco for a short while.  The problem with Costco is that when items become very popular, their bulk cost goes up & Costco moves on to carry something else.  Not even Central Market (TX) carries these!  Thanks goodness for Amazon.  I am signing up for the automatic re-ordering program!

product/productId: B007M832YY
review/userId: AL8TKSMZJZDOS
review/profileName: Jen
review/helpfulness: 0/0
review/score: 5.0
review/time: 1249344000
review/summary: Yummy!
review/text: I just tried popchips for the first time and they were great!  I immediately went online to find them and order more.  Only 100 calories in the .8 ounce bag - makes for a great afternoon snack at the office.

product/productId: B007M832YY
review/userId: A14NQD4RHMM542
review/profileName: Samantha Anderson
review/helpfulness: 0/0
review/score: 5.0
review/time: 1249344000
review/summary: Fantastic!
review/text: I have tried every variety of Popchips and this one is by far my favorite.  The pepper gives it just the right amount of spice.  If you love your food to have a little kick to it, then you will love these chips!

product/productId: B007M832YY
review/userId: AI5SDO9RUZKVO
review/profileName: Natalie
review/helpfulness: 0/0
review/score: 5.0
review/time: 1248998400
review/summary: THE BARBEQUE FLAVOR IS GREAT!!!
review/text: These POPCHIPS are fantastic!!! I tried them at Target, on Sunday and I was hooked. I bought one bag. I came back on Monday evening, and they were sold out!!! I had to go to another store. The barbeque is my favorite!!! My kids enjoy them.  I have everyone at my job eating them also. They are a little pricey at the grocery store, but I have to have them on a daily basis!!

product/productId: B007M832YY
review/userId: A2JBZHQVQF7MV0
review/profileName: Sherry
review/helpfulness: 0/0
review/score: 5.0
review/time: 1248220800
review/summary: Addictive!
review/text: I really like these. One reviewer mentioned they have soy in them. The last ingredient in them is soy lecithin (emulsifier)which is in many store bought foods. It is not a soy product though. I have to keep my soy intake down because I have Lupus but these do not bother me. They are quite salty and on the rare occasion when I made a pig of myself and ate the whole bag it made my tongue sore. They are really good though. I bought mine at Trader Joe's but am delighted to find them now at Amazon (for only 11 cents more a bag) as it is a pain to go shopping and have to get my wheelchair in and out of the car. I plan to order some right now.A great alternative to greasy regular potato chips.

product/productId: B007M832YY
review/userId: A22IF292KOC9IP
review/profileName: Dolly DeAnda "Dolly"
review/helpfulness: 0/0
review/score: 4.0
review/time: 1247875200
review/summary: YUMMY:)
review/text: We ordered a case of these without never having tried them before and were pleasantly surprised...They have a distinct flavor and are VERY ADDICTING!!!  The only down thing I can say is that when you open the package there is only around 1/2 of a bag and they are gone before you know it~

product/productId: B007M832YY
review/userId: A339MEP4QVOSA2
review/profileName: P. Hanse
review/helpfulness: 0/0
review/score: 5.0
review/time: 1247702400
review/summary: Great chips
review/text: Great potato taste and crunch with so much less fat than regular chips. The order arrived promptly and in good condition.<br />PCH

product/productId: B007M832YY
review/userId: A2ZOGTU89HT0XK
review/profileName: Michael J. Cresci "Mikeylikesit"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1247529600
review/summary: Love this flavor Popchip!
review/text: Another great tasting popchip flavor! Popchips are one of the best snack foods available these days.

product/productId: B007M832YY
review/userId: AL0MLF4AINGY3
review/profileName: R. Guieb "Rosiebud320"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1247184000
review/summary: These Rock!
review/text: I am trying to lose a few pounds and am on Weight Watchers, these are the best chips around.  I love potatoes and can not keep them out of my diet, these are tasty and low in fat and not drenched in oil.  My boyfriend who is not on a diet also enjoys these chips!  YUM

product/productId: B007M832YY
review/userId: AHEA5TAENPASK
review/profileName: A. Sankaranarayanan "BCBG=love"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1247184000
review/summary: A dieting woman's dream snack!!!!!!!!!
review/text: These chips are awesome, simply awesome! I purchased a 24pk order of popchips from amazon a few months ago (Original flavour) and I absolutely fell in love!!! It's the only low-fat chip that gave me the same "crunch" as my favourite (super unhealthy) alternative - Kettle chips. I just ordered these last week, and my oh my, I think this is my favourite flavour now! Since I'm vegetarian, the BBQ flavour doesnt appeal to me, but I'm dying to try the Garlic Parm & Sour Cream and Onion... and OH, the cheddar ones are on their way.. can't wait :D... POPCHIPS ROCK and are a part of my daily 3pm snack routine :D

product/productId: B007M832YY
review/userId: A13K3ZLWAWN1EI
review/profileName: yogagirl "grrrl"
review/helpfulness: 0/0
review/score: 4.0
review/time: 1246579200
review/summary: Very good substitute
review/text: Well the main thing here is that you are trading oil for starch. I found that it had a slightly funny taste at first, but the salt and vinegar flavors are true to form so its a very workable substitute for oily chips. When I eat chips I tend to eat them for the salty flavor, not the oil.

product/productId: B007M832YY
review/userId: AGMLN3EA0K8S7
review/profileName: Pop Chip Fan
review/helpfulness: 0/0
review/score: 5.0
review/time: 1243987200
review/summary: Great! Very Peppery!
review/text: I like the strong pepper flavor and just like the other POP chips that I have tried they are always nice and crispy!

product/productId: B007M832YY
review/userId: AQPPJX9X21XT0
review/profileName: SusieB "Movie lover"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1242432000
review/summary: They are great
review/text: I saw them advertised in the Weight Watcher magazine and gave them a try. I love them. Tasty and crunchy. I've ordered more.

product/productId: B007M832YY
review/userId: A1TOAY6N7WO95T
review/profileName: D. Snider
review/helpfulness: 0/0
review/score: 4.0
review/time: 1240704000
review/summary: Good snacking option
review/text: I picked up a bag of these in NYC and ate them on the train home. I liked the flavor a lot, and the fact that they have less guilt in them than other options like potato chips. When I got home, I could not find these in CT, so I bought a case on Amazon. I have shared several of the bags with friends and everyone loves them. I highly recommend these chips (if you must have chips, that is!!!)

product/productId: B007M832YY
review/userId: A2I971PPYPP61F
review/profileName: Jessie L. Maske "Jessie"
review/helpfulness: 0/0
review/score: 5.0
review/time: 1240185600
review/summary: POPchips
review/text: These are awesome, the problem would be limiting oneself to a single serving. My husband is on a gluten free diet and these are by far the best chips we have found. The other varieties of the POPChips are bland and not as tasty, we keep coming back for more of the delicious Barbeque.

product/productId: B007M832YY
review/userId: AGV6IFM1ICPDH
review/profileName: D. J. Timperlake
review/helpfulness: 0/0
review/score: 5.0
review/time: 1239580800
review/summary: Love These Chips!!!!
review/text: Purchased these by the case since they are so hard to find in my local store.  Also enlisted in the auto delivery program.  The only problem is by purchasing them 12 at a time - they are always in the house and tempting me.  Will never go back to regular chips again.

product/productId: B007M832YY
review/userId: A3M798YYM8TSQG
review/profileName: Judy
review/helpfulness: 0/0
review/score: 5.0
